Daily Loan Principal & Interest Calculation Spreadsheet,,,,,,,,,,,,,,
BMB_Loan_Payment_1st_Payment_07_12_17.xls,,,,,13-Nov-2025,,,,,,,,,
Beginning Balance:,,$0.00 ,,,APR:,8.00%,Daily:,0.021918%,,,,,,
Beginning day of Loan,,26-Jan-2015,,,Maturity:,60 mos =,5 years,,,,,,,
First payment date,,,,,Payment:,$0.00 ,,,,,,,,
,,,,,System digit truncation:,,8 digits,,,,,,,
"Required inputs in the table are the amounts of fees and payments, input on the days they were charged or paid.  ",,,,,,,,,,,,,,
Date,Beginning Balance,Fees Chgd,Interest Rate,Interest Accrued each Day,Cumulative Interest Accrued,Payment,Fees Paid,Interest Paid,Principal Paid,Remaining Balance,Balance + Interest Due,Total Interest Paid,,
7-Oct-2022,"393,900.00",,8.00%,86.33,"152,379.94",,,0.00,0.00,"393,900.00","546,279.94","68,419.18",,
8-Oct-2022,"393,900.00",,8.00%,86.33,"152,466.28",,,0.00,0.00,"393,900.00","546,366.28","68,419.18",,
9-Oct-2022,"393,900.00",,8.00%,86.33,"152,552.61",,,0.00,0.00,"393,900.00","546,452.61","68,419.18",,
10-Oct-2022,"393,900.00",,8.00%,86.33,"152,638.95",,,0.00,0.00,"393,900.00","546,538.95","68,419.18",,
11-Oct-2022,"393,900.00",,8.00%,86.33,"152,725.28",,,0.00,0.00,"393,900.00","546,625.28","68,419.18",,
12-Oct-2022,"393,900.00",,8.00%,86.33,"152,811.62",,,0.00,0.00,"393,900.00","546,711.61","68,419.18",,
13-Oct-2022,"393,900.00",,8.00%,86.33,"152,897.95",,,0.00,0.00,"393,900.00","546,797.95","68,419.18",,
14-Oct-2022,"393,900.00",,8.00%,86.33,"152,984.28",,,0.00,0.00,"393,900.00","546,884.28","68,419.18",,
15-Oct-2022,"393,900.00",,8.00%,86.33,"153,070.62",,,0.00,0.00,"393,900.00","546,970.62","68,419.18",,
16-Oct-2022,"393,900.00",,8.00%,86.33,"153,156.95",,,0.00,0.00,"393,900.00","547,056.95","68,419.18",,
17-Oct-2022,"393,900.00",,8.00%,86.33,"153,243.29",,,0.00,0.00,"393,900.00","547,143.29","68,419.18",,
18-Oct-2022,"393,900.00",,8.00%,86.33,"153,329.62",,,0.00,0.00,"393,900.00","547,229.62","68,419.18",,
19-Oct-2022,"393,900.00",,8.00%,86.33,"153,415.96",,,0.00,0.00,"393,900.00","547,315.95","68,419.18",,
20-Oct-2022,"393,900.00",,8.00%,86.33,"153,502.29",,,0.00,0.00,"393,900.00","547,402.29","68,419.18",,
21-Oct-2022,"393,900.00",,8.00%,86.33,"153,588.62",,,0.00,0.00,"393,900.00","547,488.62","68,419.18",,
22-Oct-2022,"393,900.00",,8.00%,86.33,"153,674.96",,,0.00,0.00,"393,900.00","547,574.96","68,419.18",,
23-Oct-2022,"393,900.00",,8.00%,86.33,"153,761.29",,,0.00,0.00,"393,900.00","547,661.29","68,419.18",,
24-Oct-2022,"393,900.00",,8.00%,86.33,"153,847.63",,,0.00,0.00,"393,900.00","547,747.62","68,419.18",,
25-Oct-2022,"393,900.00",,8.00%,86.33,"153,933.96",,,0.00,0.00,"393,900.00","547,833.96","68,419.18",,
26-Oct-2022,"393,900.00",,8.00%,86.33,"154,020.30",,,0.00,0.00,"393,900.00","547,920.29","68,419.18",,
27-Oct-2022,"393,900.00",,8.00%,86.33,"154,106.63",,,0.00,0.00,"393,900.00","548,006.63","68,419.18",,
28-Oct-2022,"393,900.00",,8.00%,86.33,"154,192.96",,,0.00,0.00,"393,900.00","548,092.96","68,419.18",,
29-Oct-2022,"393,900.00",,8.00%,86.33,"154,279.30",,,0.00,0.00,"393,900.00","548,179.30","68,419.18",,
30-Oct-2022,"393,900.00",,8.00%,86.33,"154,365.63",,,0.00,0.00,"393,900.00","548,265.63","68,419.18",,
31-Oct-2022,"393,900.00",,8.00%,86.33,"154,451.97",,,0.00,0.00,"393,900.00","548,351.96","68,419.18",,
1-Nov-2022,"393,900.00",,8.00%,86.33,"154,538.30",,,0.00,0.00,"393,900.00","548,438.30","68,419.18",,
2-Nov-2022,"393,900.00",,8.00%,86.33,"154,624.63",,,0.00,0.00,"393,900.00","548,524.63","68,419.18",,
3-Nov-2022,"393,900.00",,8.00%,86.33,"154,710.97",,,0.00,0.00,"393,900.00","548,610.97","68,419.18",,
4-Nov-2022,"393,900.00",,8.00%,86.33,"154,797.30",,,0.00,0.00,"393,900.00","548,697.30","68,419.18",,
5-Nov-2022,"393,900.00",,8.00%,86.33,"154,883.64",,,0.00,0.00,"393,900.00","548,783.64","68,419.18",,
6-Nov-2022,"393,900.00",,8.00%,86.33,"154,969.97",,,0.00,0.00,"393,900.00","548,869.97","68,419.18",,
7-Nov-2022,"393,900.00",,8.00%,86.33,"155,056.31",,,0.00,0.00,"393,900.00","548,956.30","68,419.18",,
8-Nov-2022,"393,900.00",,8.00%,86.33,"155,142.64",,,0.00,0.00,"393,900.00","549,042.64","68,419.18",,
9-Nov-2022,"393,900.00",,8.00%,86.33,"155,228.97",,,0.00,0.00,"393,900.00","549,128.97","68,419.18",,
10-Nov-2022,"393,900.00",,8.00%,86.33,"155,315.31",,,0.00,0.00,"393,900.00","549,215.31","68,419.18",,
11-Nov-2022,"393,900.00",,8.00%,86.33,"155,401.64",,,0.00,0.00,"393,900.00","549,301.64","68,419.18",,
12-Nov-2022,"393,900.00",,8.00%,86.33,"155,487.98",,,0.00,0.00,"393,900.00","549,387.98","68,419.18",,
13-Nov-2022,"393,900.00",,8.00%,86.33,"155,574.31",,,0.00,0.00,"393,900.00","549,474.31","68,419.18",,
14-Nov-2022,"393,900.00",,8.00%,86.33,"155,660.65",,,0.00,0.00,"393,900.00","549,560.64","68,419.18",,
15-Nov-2022,"393,900.00",,8.00%,86.33,"155,746.98",,,0.00,0.00,"393,900.00","549,646.98","68,419.18",,
16-Nov-2022,"393,900.00",,8.00%,86.33,"155,833.31",,,0.00,0.00,"393,900.00","549,733.31","68,419.18",,
17-Nov-2022,"393,900.00",,8.00%,86.33,"155,919.65",,,0.00,0.00,"393,900.00","549,819.65","68,419.18",,
18-Nov-2022,"393,900.00",,8.00%,86.33,"156,005.98",,,0.00,0.00,"393,900.00","549,905.98","68,419.18",,
19-Nov-2022,"393,900.00",,8.00%,86.33,"156,092.32",,,0.00,0.00,"393,900.00","549,992.32","68,419.18",,
20-Nov-2022,"393,900.00",,8.00%,86.33,"156,178.65",,,0.00,0.00,"393,900.00","550,078.65","68,419.18",,
21-Nov-2022,"393,900.00",,8.00%,86.33,"156,264.99",,,0.00,0.00,"393,900.00","550,164.98","68,419.18",,
22-Nov-2022,"393,900.00",,8.00%,86.33,"156,351.32",,,0.00,0.00,"393,900.00","550,251.32","68,419.18",,
23-Nov-2022,"393,900.00",,8.00%,86.33,"156,437.65",,,0.00,0.00,"393,900.00","550,337.65","68,419.18",,
24-Nov-2022,"393,900.00",,8.00%,86.33,"156,523.99",,,0.00,0.00,"393,900.00","550,423.99","68,419.18",,
25-Nov-2022,"393,900.00",,8.00%,86.33,"156,610.32",,,0.00,0.00,"393,900.00","550,510.32","68,419.18",,
26-Nov-2022,"393,900.00",,8.00%,86.33,"156,696.66",,,0.00,0.00,"393,900.00","550,596.65","68,419.18",,
27-Nov-2022,"393,900.00",,8.00%,86.33,"156,782.99",,,0.00,0.00,"393,900.00","550,682.99","68,419.18",,
28-Nov-2022,"393,900.00",,8.00%,86.33,"156,869.33",,,0.00,0.00,"393,900.00","550,769.32","68,419.18",,
29-Nov-2022,"393,900.00",,8.00%,86.33,"156,955.66",,,0.00,0.00,"393,900.00","550,855.66","68,419.18",,
30-Nov-2022,"393,900.00",,8.00%,86.33,"157,041.99",,,0.00,0.00,"393,900.00","550,941.99","68,419.18",,
1-Dec-2022,"393,900.00",,8.00%,86.33,"157,128.33",,,0.00,0.00,"393,900.00","551,028.33","68,419.18",,
2-Dec-2022,"393,900.00",,8.00%,86.33,"157,214.66",,,0.00,0.00,"393,900.00","551,114.66","68,419.18",,
3-Dec-2022,"393,900.00",,8.00%,86.33,"157,301.00",,,0.00,0.00,"393,900.00","551,200.99","68,419.18",,
4-Dec-2022,"393,900.00",,8.00%,86.33,"157,387.33",,,0.00,0.00,"393,900.00","551,287.33","68,419.18",,
5-Dec-2022,"393,900.00",,8.00%,86.33,"157,473.66",,,0.00,0.00,"393,900.00","551,373.66","68,419.18",,
6-Dec-2022,"393,900.00",,8.00%,86.33,"157,560.00",,,0.00,0.00,"393,900.00","551,460.00","68,419.18",,
7-Dec-2022,"393,900.00",,8.00%,86.33,"157,646.33",,,0.00,0.00,"393,900.00","551,546.33","68,419.18",,
8-Dec-2022,"393,900.00",,8.00%,86.33,"157,732.67",,,0.00,0.00,"393,900.00","551,632.67","68,419.18",,
9-Dec-2022,"393,900.00",,8.00%,86.33,"157,819.00",,,0.00,0.00,"393,900.00","551,719.00","68,419.18",,
10-Dec-2022,"393,900.00",,8.00%,86.33,"157,905.34",,,0.00,0.00,"393,900.00","551,805.33","68,419.18",,
11-Dec-2022,"393,900.00",,8.00%,86.33,"157,991.67",,,0.00,0.00,"393,900.00","551,891.67","68,419.18",,
12-Dec-2022,"393,900.00",,8.00%,86.33,"158,078.00",,,0.00,0.00,"393,900.00","551,978.00","68,419.18",,
13-Dec-2022,"393,900.00",,8.00%,86.33,"158,164.34",,,0.00,0.00,"393,900.00","552,064.34","68,419.18",,
14-Dec-2022,"393,900.00",,8.00%,86.33,"158,250.67",,,0.00,0.00,"393,900.00","552,150.67","68,419.18",,
15-Dec-2022,"393,900.00",,8.00%,86.33,"158,337.01",,,0.00,0.00,"393,900.00","552,237.01","68,419.18",,
16-Dec-2022,"393,900.00",,8.00%,86.33,"158,423.34",,,0.00,0.00,"393,900.00","552,323.34","68,419.18",,
17-Dec-2022,"393,900.00",,8.00%,86.33,"158,509.68",,,0.00,0.00,"393,900.00","552,409.67","68,419.18",,
18-Dec-2022,"393,900.00",,8.00%,86.33,"158,596.01",,,0.00,0.00,"393,900.00","552,496.01","68,419.18",,
19-Dec-2022,"393,900.00",,8.00%,86.33,"158,682.34",,,0.00,0.00,"393,900.00","552,582.34","68,419.18",,
20-Dec-2022,"393,900.00",,8.00%,86.33,"158,768.68",,,0.00,0.00,"393,900.00","552,668.68","68,419.18",,
21-Dec-2022,"393,900.00",,8.00%,86.33,"158,855.01",,,0.00,0.00,"393,900.00","552,755.01","68,419.18",,
22-Dec-2022,"393,900.00",,8.00%,86.33,"158,941.35",,,0.00,0.00,"393,900.00","552,841.35","68,419.18",,
23-Dec-2022,"393,900.00",,8.00%,86.33,"159,027.68",,,0.00,0.00,"393,900.00","552,927.68","68,419.18",,
24-Dec-2022,"393,900.00",,8.00%,86.33,"159,114.02",,,0.00,0.00,"393,900.00","553,014.01","68,419.18",,
25-Dec-2022,"393,900.00",,8.00%,86.33,"159,200.35",,,0.00,0.00,"393,900.00","553,100.35","68,419.18",,
26-Dec-2022,"393,900.00",,8.00%,86.33,"159,286.68",,,0.00,0.00,"393,900.00","553,186.68","68,419.18",,
27-Dec-2022,"393,900.00",,8.00%,86.33,"159,373.02",,,0.00,0.00,"393,900.00","553,273.02","68,419.18",,
28-Dec-2022,"393,900.00",,8.00%,86.33,"159,459.35",,,0.00,0.00,"393,900.00","553,359.35","68,419.18",,
29-Dec-2022,"393,900.00",,8.00%,86.33,"159,545.69",,,0.00,0.00,"393,900.00","553,445.68","68,419.18",,
30-Dec-2022,"393,900.00",,8.00%,86.33,"159,632.02",,,0.00,0.00,"393,900.00","553,532.02","68,419.18",,
31-Dec-2022,"393,900.00",,8.00%,86.33,"159,718.36",,,0.00,0.00,"393,900.00","553,618.35","68,419.18",,
1-Jan-2023,"393,900.00",,8.00%,86.33,"159,804.69",,,0.00,0.00,"393,900.00","553,704.69","68,419.18",,
2-Jan-2023,"393,900.00",,8.00%,86.33,"159,891.02",,,0.00,0.00,"393,900.00","553,791.02","68,419.18",,
3-Jan-2023,"393,900.00",,8.00%,86.33,"159,977.36",,,0.00,0.00,"393,900.00","553,877.36","68,419.18",,
4-Jan-2023,"393,900.00",,8.00%,86.33,"160,063.69",,,0.00,0.00,"393,900.00","553,963.69","68,419.18",,
5-Jan-2023,"393,900.00",,8.00%,86.33,"160,150.03",,,0.00,0.00,"393,900.00","554,050.02","68,419.18",,
6-Jan-2023,"393,900.00",,8.00%,86.33,"160,236.36",,,0.00,0.00,"393,900.00","554,136.36","68,419.18",,
7-Jan-2023,"393,900.00",,8.00%,86.33,"160,322.70",,,0.00,0.00,"393,900.00","554,222.69","68,419.18",,
8-Jan-2023,"393,900.00",,8.00%,86.33,"160,409.03",,,0.00,0.00,"393,900.00","554,309.03","68,419.18",,
9-Jan-2023,"393,900.00",,8.00%,86.33,"160,495.36",,,0.00,0.00,"393,900.00","554,395.36","68,419.18",,
10-Jan-2023,"393,900.00",,8.00%,86.33,"160,581.70",,,0.00,0.00,"393,900.00","554,481.70","68,419.18",,
11-Jan-2023,"393,900.00",,8.00%,86.33,"160,668.03",,,0.00,0.00,"393,900.00","554,568.03","68,419.18",,
12-Jan-2023,"393,900.00",,8.00%,86.33,"160,754.37",,,0.00,0.00,"393,900.00","554,654.36","68,419.18",,
13-Jan-2023,"393,900.00",,8.00%,86.33,"160,840.70",,,0.00,0.00,"393,900.00","554,740.70","68,419.18",,
14-Jan-2023,"393,900.00",,8.00%,86.33,"160,927.03",,,0.00,0.00,"393,900.00","554,827.03","68,419.18",,
15-Jan-2023,"393,900.00",,8.00%,86.33,"161,013.37",,,0.00,0.00,"393,900.00","554,913.37","68,419.18",,
16-Jan-2023,"393,900.00",,8.00%,86.33,"161,099.70",,,0.00,0.00,"393,900.00","554,999.70","68,419.18",,
17-Jan-2023,"393,900.00",,8.00%,86.33,"161,186.04",,,0.00,0.00,"393,900.00","555,086.04","68,419.18",,
18-Jan-2023,"393,900.00",,8.00%,86.33,"161,272.37",,,0.00,0.00,"393,900.00","555,172.37","68,419.18",,
19-Jan-2023,"393,900.00",,8.00%,86.33,"161,358.71",,,0.00,0.00,"393,900.00","555,258.70","68,419.18",,
20-Jan-2023,"393,900.00",,8.00%,86.33,"161,445.04",,,0.00,0.00,"393,900.00","555,345.04","68,419.18",,
21-Jan-2023,"393,900.00",,8.00%,86.33,"161,531.37",,,0.00,0.00,"393,900.00","555,431.37","68,419.18",,
22-Jan-2023,"393,900.00",,8.00%,86.33,"161,617.71",,,0.00,0.00,"393,900.00","555,517.71","68,419.18",,
23-Jan-2023,"393,900.00",,8.00%,86.33,"161,704.04",,,0.00,0.00,"393,900.00","555,604.04","68,419.18",,
24-Jan-2023,"393,900.00",,8.00%,86.33,"161,790.38",,,0.00,0.00,"393,900.00","555,690.38","68,419.18",,
25-Jan-2023,"393,900.00",,8.00%,86.33,"161,876.71",,,0.00,0.00,"393,900.00","555,776.71","68,419.18",,
26-Jan-2023,"393,900.00",,8.00%,86.33,"161,963.05",,,0.00,0.00,"393,900.00","555,863.04","68,419.18",,
27-Jan-2023,"393,900.00",,8.00%,86.33,"162,049.38",,,0.00,0.00,"393,900.00","555,949.38","68,419.18",,
28-Jan-2023,"393,900.00",,8.00%,86.33,"162,135.71",,,0.00,0.00,"393,900.00","556,035.71","68,419.18",,
29-Jan-2023,"393,900.00",,8.00%,86.33,"162,222.05",,,0.00,0.00,"393,900.00","556,122.05","68,419.18",,
30-Jan-2023,"393,900.00",,8.00%,86.33,"162,308.38",,,0.00,0.00,"393,900.00","556,208.38","68,419.18",,
31-Jan-2023,"393,900.00",,8.00%,86.33,"162,394.72",,,0.00,0.00,"393,900.00","556,294.72","68,419.18",,
1-Feb-2023,"393,900.00",,8.00%,86.33,"162,481.05",,,0.00,0.00,"393,900.00","556,381.05","68,419.18",,
2-Feb-2023,"393,900.00",,8.00%,86.33,"162,567.39",,,0.00,0.00,"393,900.00","556,467.38","68,419.18",,
3-Feb-2023,"393,900.00",,8.00%,86.33,"162,653.72",,,0.00,0.00,"393,900.00","556,553.72","68,419.18",,
4-Feb-2023,"393,900.00",,8.00%,86.33,"162,740.05",,,0.00,0.00,"393,900.00","556,640.05","68,419.18",,
5-Feb-2023,"393,900.00",,8.00%,86.33,"162,826.39",,,0.00,0.00,"393,900.00","556,726.39","68,419.18",,
6-Feb-2023,"393,900.00",,8.00%,86.33,"162,912.72",,,0.00,0.00,"393,900.00","556,812.72","68,419.18",,
7-Feb-2023,"393,900.00",,8.00%,86.33,"162,999.06",,,0.00,0.00,"393,900.00","556,899.05","68,419.18",,
8-Feb-2023,"393,900.00",,8.00%,86.33,"163,085.39",,,0.00,0.00,"393,900.00","556,985.39","68,419.18",,
9-Feb-2023,"393,900.00",,8.00%,86.33,"163,171.73",,,0.00,0.00,"393,900.00","557,071.72","68,419.18",,
10-Feb-2023,"393,900.00",,8.00%,86.33,"163,258.06",,,0.00,0.00,"393,900.00","557,158.06","68,419.18",,
11-Feb-2023,"393,900.00",,8.00%,86.33,"163,344.39",,,0.00,0.00,"393,900.00","557,244.39","68,419.18",,
12-Feb-2023,"393,900.00",,8.00%,86.33,"163,430.73",,,0.00,0.00,"393,900.00","557,330.73","68,419.18",,
13-Feb-2023,"393,900.00",,8.00%,86.33,"163,517.06",,,0.00,0.00,"393,900.00","557,417.06","68,419.18",,
14-Feb-2023,"393,900.00",,8.00%,86.33,"163,603.40",,,0.00,0.00,"393,900.00","557,503.39","68,419.18",,
15-Feb-2023,"393,900.00",,8.00%,86.33,"163,689.73",,,0.00,0.00,"393,900.00","557,589.73","68,419.18",,
16-Feb-2023,"393,900.00",,8.00%,86.33,"163,776.06",,,0.00,0.00,"393,900.00","557,676.06","68,419.18",,
17-Feb-2023,"393,900.00",,8.00%,86.33,"163,862.40",,,0.00,0.00,"393,900.00","557,762.40","68,419.18",,
18-Feb-2023,"393,900.00",,8.00%,86.33,"163,948.73",,,0.00,0.00,"393,900.00","557,848.73","68,419.18",,
19-Feb-2023,"393,900.00",,8.00%,86.33,"164,035.07",,,0.00,0.00,"393,900.00","557,935.07","68,419.18",,
20-Feb-2023,"393,900.00",,8.00%,86.33,"164,121.40",,,0.00,0.00,"393,900.00","558,021.40","68,419.18",,
21-Feb-2023,"393,900.00",,8.00%,86.33,"164,207.74",,,0.00,0.00,"393,900.00","558,107.73","68,419.18",,
22-Feb-2023,"393,900.00",,8.00%,86.33,"164,294.07",,,0.00,0.00,"393,900.00","558,194.07","68,419.18",,
23-Feb-2023,"393,900.00",,8.00%,86.33,"164,380.40",,,0.00,0.00,"393,900.00","558,280.40","68,419.18",,
24-Feb-2023,"393,900.00",,8.00%,86.33,"164,466.74",,,0.00,0.00,"393,900.00","558,366.74","68,419.18",,
25-Feb-2023,"393,900.00",,8.00%,86.33,"164,553.07",,,0.00,0.00,"393,900.00","558,453.07","68,419.18",,
26-Feb-2023,"393,900.00",,8.00%,86.33,"164,639.41",,,0.00,0.00,"393,900.00","558,539.41","68,419.18",,
27-Feb-2023,"393,900.00",,8.00%,86.33,"164,725.74",,,0.00,0.00,"393,900.00","558,625.74","68,419.18",,
28-Feb-2023,"393,900.00",,8.00%,86.33,"164,812.08",,,0.00,0.00,"393,900.00","558,712.07","68,419.18",,
1-Mar-2023,"393,900.00",,8.00%,86.33,"164,898.41",,,0.00,0.00,"393,900.00","558,798.41","68,419.18",,
2-Mar-2023,"393,900.00",,8.00%,86.33,"164,984.74",,,0.00,0.00,"393,900.00","558,884.74","68,419.18",,
3-Mar-2023,"393,900.00",,8.00%,86.33,"165,071.08",,,0.00,0.00,"393,900.00","558,971.08","68,419.18",,
4-Mar-2023,"393,900.00",,8.00%,86.33,"165,157.41",,,0.00,0.00,"393,900.00","559,057.41","68,419.18",,
5-Mar-2023,"393,900.00",,8.00%,86.33,"165,243.75",,,0.00,0.00,"393,900.00","559,143.75","68,419.18",,
6-Mar-2023,"393,900.00",,8.00%,86.33,"165,330.08",,,0.00,0.00,"393,900.00","559,230.08","68,419.18",,
7-Mar-2023,"393,900.00",,8.00%,86.33,"165,416.42",,,0.00,0.00,"393,900.00","559,316.41","68,419.18",,
8-Mar-2023,"393,900.00",,8.00%,86.33,"165,502.75",,,0.00,0.00,"393,900.00","559,402.75","68,419.18",,
9-Mar-2023,"393,900.00",,8.00%,86.33,"165,589.08",,,0.00,0.00,"393,900.00","559,489.08","68,419.18",,
10-Mar-2023,"393,900.00",,8.00%,86.33,"165,675.42",,,0.00,0.00,"393,900.00","559,575.42","68,419.18",,
11-Mar-2023,"393,900.00",,8.00%,86.33,"165,761.75",,,0.00,0.00,"393,900.00","559,661.75","68,419.18",,
12-Mar-2023,"393,900.00",,8.00%,86.33,"165,848.09",,,0.00,0.00,"393,900.00","559,748.08","68,419.18",,
13-Mar-2023,"393,900.00",,8.00%,86.33,"165,934.42",,,0.00,0.00,"393,900.00","559,834.42","68,419.18",,
14-Mar-2023,"393,900.00",,8.00%,86.33,"166,020.76",,,0.00,0.00,"393,900.00","559,920.75","68,419.18",,
15-Mar-2023,"393,900.00",,8.00%,86.33,"166,107.09",,,0.00,0.00,"393,900.00","560,007.09","68,419.18",,
16-Mar-2023,"393,900.00",,8.00%,86.33,"166,193.42",,,0.00,0.00,"393,900.00","560,093.42","68,419.18",,
17-Mar-2023,"393,900.00",,8.00%,86.33,"166,279.76",,,0.00,0.00,"393,900.00","560,179.76","68,419.18",,
18-Mar-2023,"393,900.00",,8.00%,86.33,"166,366.09",,,0.00,0.00,"393,900.00","560,266.09","68,419.18",,
19-Mar-2023,"393,900.00",,8.00%,86.33,"166,452.43",,,0.00,0.00,"393,900.00","560,352.42","68,419.18",,
20-Mar-2023,"393,900.00",,8.00%,86.33,"166,538.76",,,0.00,0.00,"393,900.00","560,438.76","68,419.18",,
21-Mar-2023,"393,900.00",,8.00%,86.33,"166,625.10",,,0.00,0.00,"393,900.00","560,525.09","68,419.18",,
22-Mar-2023,"393,900.00",,8.00%,86.33,"166,711.43",,,0.00,0.00,"393,900.00","560,611.43","68,419.18",,
23-Mar-2023,"393,900.00",,8.00%,86.33,"166,797.76",,,0.00,0.00,"393,900.00","560,697.76","68,419.18",,
24-Mar-2023,"393,900.00",,8.00%,86.33,"166,884.10",,,0.00,0.00,"393,900.00","560,784.10","68,419.18",,
25-Mar-2023,"393,900.00",,8.00%,86.33,"166,970.43",,,0.00,0.00,"393,900.00","560,870.43","68,419.18",,
26-Mar-2023,"393,900.00",,8.00%,86.33,"167,056.77",,,0.00,0.00,"393,900.00","560,956.76","68,419.18",,
27-Mar-2023,"393,900.00",,8.00%,86.33,"167,143.10",,,0.00,0.00,"393,900.00","561,043.10","68,419.18",,
28-Mar-2023,"393,900.00",,8.00%,86.33,"167,229.43",,,0.00,0.00,"393,900.00","561,129.43","68,419.18",,
29-Mar-2023,"393,900.00",,8.00%,86.33,"167,315.77",,,0.00,0.00,"393,900.00","561,215.77","68,419.18",,
30-Mar-2023,"393,900.00",,8.00%,86.33,"167,402.10",,,0.00,0.00,"393,900.00","561,302.10","68,419.18",,
31-Mar-2023,"393,900.00",,8.00%,86.33,"167,488.44",,,0.00,0.00,"393,900.00","561,388.44","68,419.18",,
1-Apr-2023,"393,900.00",,8.00%,86.33,"167,574.77",,,0.00,0.00,"393,900.00","561,474.77","68,419.18",,
2-Apr-2023,"393,900.00",,8.00%,86.33,"167,661.11",,,0.00,0.00,"393,900.00","561,561.10","68,419.18",,
3-Apr-2023,"393,900.00",,8.00%,86.33,"167,747.44",,,0.00,0.00,"393,900.00","561,647.44","68,419.18",,
4-Apr-2023,"393,900.00",,8.00%,86.33,"167,833.77",,,0.00,0.00,"393,900.00","561,733.77","68,419.18",,
5-Apr-2023,"393,900.00",,8.00%,86.33,"167,920.11",,,0.00,0.00,"393,900.00","561,820.11","68,419.18",,
6-Apr-2023,"393,900.00",,8.00%,86.33,"168,006.44",,,0.00,0.00,"393,900.00","561,906.44","68,419.18",,
7-Apr-2023,"393,900.00",,8.00%,86.33,"168,092.78",,,0.00,0.00,"393,900.00","561,992.78","68,419.18",,
8-Apr-2023,"393,900.00",,8.00%,86.33,"168,179.11",,,0.00,0.00,"393,900.00","562,079.11","68,419.18",,
9-Apr-2023,"393,900.00",,8.00%,86.33,"168,265.45",,,0.00,0.00,"393,900.00","562,165.44","68,419.18",,
10-Apr-2023,"393,900.00",,8.00%,86.33,"168,351.78",,,0.00,0.00,"393,900.00","562,251.78","68,419.18",,
11-Apr-2023,"393,900.00",,8.00%,86.33,"168,438.11",,,0.00,0.00,"393,900.00","562,338.11","68,419.18",,
12-Apr-2023,"393,900.00",,8.00%,86.33,"168,524.45",,,0.00,0.00,"393,900.00","562,424.45","68,419.18",,
13-Apr-2023,"393,900.00",,8.00%,86.33,"168,610.78",,,0.00,0.00,"393,900.00","562,510.78","68,419.18",,
14-Apr-2023,"393,900.00",,8.00%,86.33,"168,697.12",,,0.00,0.00,"393,900.00","562,597.12","68,419.18",,
15-Apr-2023,"393,900.00",,8.00%,86.33,"168,783.45",,,0.00,0.00,"393,900.00","562,683.45","68,419.18",,
16-Apr-2023,"393,900.00",,8.00%,86.33,"168,869.79",,,0.00,0.00,"393,900.00","562,769.78","68,419.18",,
17-Apr-2023,"393,900.00",,8.00%,86.33,"168,956.12",,,0.00,0.00,"393,900.00","562,856.12","68,419.18",,
18-Apr-2023,"393,900.00",,8.00%,86.33,"169,042.45",,,0.00,0.00,"393,900.00","562,942.45","68,419.18",,
19-Apr-2023,"393,900.00",,8.00%,86.33,"169,128.79",,,0.00,0.00,"393,900.00","563,028.79","68,419.18",,
20-Apr-2023,"393,900.00",,8.00%,86.33,"169,215.12",,,0.00,0.00,"393,900.00","563,115.12","68,419.18",,
21-Apr-2023,"393,900.00",,8.00%,86.33,"169,301.46",,,0.00,0.00,"393,900.00","563,201.45","68,419.18",,
22-Apr-2023,"393,900.00",,8.00%,86.33,"169,387.79",,,0.00,0.00,"393,900.00","563,287.79","68,419.18",,
23-Apr-2023,"393,900.00",,8.00%,86.33,"169,474.13",,,0.00,0.00,"393,900.00","563,374.12","68,419.18",,
24-Apr-2023,"393,900.00",,8.00%,86.33,"169,560.46",,,0.00,0.00,"393,900.00","563,460.46","68,419.18",,
25-Apr-2023,"393,900.00",,8.00%,86.33,"169,646.79",,,0.00,0.00,"393,900.00","563,546.79","68,419.18",,
26-Apr-2023,"393,900.00",,8.00%,86.33,"169,733.13",,,0.00,0.00,"393,900.00","563,633.13","68,419.18",,
27-Apr-2023,"393,900.00",,8.00%,86.33,"169,819.46",,,0.00,0.00,"393,900.00","563,719.46","68,419.18",,
28-Apr-2023,"393,900.00",,8.00%,86.33,"169,905.80",,,0.00,0.00,"393,900.00","563,805.79","68,419.18",,
29-Apr-2023,"393,900.00",,8.00%,86.33,"169,992.13",,,0.00,0.00,"393,900.00","563,892.13","68,419.18",,
30-Apr-2023,"393,900.00",,8.00%,86.33,"170,078.46",,,0.00,0.00,"393,900.00","563,978.46","68,419.18",,
1-May-2023,"393,900.00",,8.00%,86.33,"170,164.80",,,0.00,0.00,"393,900.00","564,064.80","68,419.18",,
2-May-2023,"393,900.00",,8.00%,86.33,"170,251.13",,,0.00,0.00,"393,900.00","564,151.13","68,419.18",,
3-May-2023,"393,900.00",,8.00%,86.33,"170,337.47",,,0.00,0.00,"393,900.00","564,237.47","68,419.18",,
4-May-2023,"393,900.00",,8.00%,86.33,"170,423.80",,,0.00,0.00,"393,900.00","564,323.80","68,419.18",,
5-May-2023,"393,900.00",,8.00%,86.33,"170,510.14",,,0.00,0.00,"393,900.00","564,410.13","68,419.18",,
6-May-2023,"393,900.00",,8.00%,86.33,"170,596.47",,,0.00,0.00,"393,900.00","564,496.47","68,419.18",,
